Code de profil professionnel SIPeC,Enonce principal
94151.03,"Les techniciens/techniciennes de prépresse, les clicheurs, les tireurs d'épreuves photographiques, et les opérateurs d’équipement de prémise en train et à la préparation de dossiers préparent des plaques et des cylindres pour les différents types de presses."
94152.00,"Les opérateurs de machines à relier et de finition font fonctionner des machines à relier et de finissure, et règlent ou surveillent les opérations de reliure et de finition de machines, appareils ou unités informatisés. Ce groupe de base comprend également les travailleurs qui exécutent les opérations de finissure dans les industries du papier, du carton et de l'emballage ainsi que dans les entreprises engagées dans l'encodage et l'estampage de cartes en plastique."
94153.00,Les développeurs de films et de photographies développent et finissent des photographies et des films cinématographiques.
94200.01,Les assembleurs de véhicules automobiles assemblent les pièces et les éléments préfabriqués des véhicules automobiles pour former des sous-ensembles et des véhicules finis.
94200.02,"Les contrôleurs et les vérificateurs de véhicules automobiles inspectent et vérifient des pièces, des sous-ensembles, des accessoires et des produits finis afin d'en garantir la performance et la conformité aux normes établies."
94201.01,"Les assembleurs et les monteurs de matériel électronique assemblent et fabriquent du matériel, des pièces et des composants électroniques."
94201.02,"Les contrôleurs et les vérificateurs de matériel électronique inspectent et vérifient des ensembles, des sous-ensembles, des pièces et des composants électroniques et électromécaniques pour garantir la conformité aux normes établies."
94202.01,"Les monteurs dans la fabrication de matériel, d'appareils et d'accessoires électriques assemblent des pièces préfabriquées pour produire du matériel et des appareils ménagers, commerciaux et industriels. Cette profession comprend les travailleurs qui règlent et préparent les chaînes de montage."
94202.02,"Les contrôleurs du montage dans la fabrication de matériel, d'appareils et d'accessoires électriques vérifient et mettent à l'essai les produits montés."
94203.01,"Les assembleurs dans la fabrication de transformateurs et de moteurs électriques industriels assemblent, fabriquent, ajustent, câblent et inspectent l'équipement industriel électrique à grande puissance."
94203.02,"Les ajusteurs et les câbleurs dans la fabrication de transformateurs et de moteurs électriques industriels assemblent, fabriquent, ajustent et câblent de l'équipement industriel électrique à grande puissance."
94203.03,Les vérificateurs dans la fabrication de transformateurs et de moteurs électriques industriels inspectent l'équipement industriel électrique à grande puissance.
94204.01,"Les monteurs de matériel mécanique montent une vaste gamme de produits mécaniques tels que des camions, des autobus, des motoneiges, des tracteurs de jardin, des moteurs d'automobiles, des transmissions, des moteurs hors bords, des boîtes d'engrenage, des pompes hydrauliques et des machines à coudre."
94204.02,Les contrôleurs de matériel mécanique vérifient et examinent des sous-ensembles et les produits finis afin de vérifier la qualité et la conformité aux devis des produits.
94205.01,"Les opérateurs de machines dans la fabrication d'appareils électriques font fonctionner des machines ou de l'équipement pour la fabrication d'articles complets ou de pièces à utiliser dans le montage de matériel et d'appareils électriques et d'accessoires électriques, tels que des fusibles, des accumulateurs et des prises de courant."
94205.02,Les contrôleurs et les essayeurs dans la fabrication d'appareils électriques vérifient et contrôlent les pièces complètes et les articles de production.
94210.01,Les monteurs de meubles et d'accessoires assemblent des pièces pour constituer des sous-ensembles ou pour compléter des meubles et des accessoires.
94210.02,Les finisseurs de meubles vernissent les nouveaux meubles en bois ou en métal en leur donnant la teinte et le vernis spécifiés.
94210.03,"Les restaurateurs de meubles remettent en état les meubles réparés, usés ou vieillis"
94210.04,Les contrôleurs de meubles et d'accessoires inspectent les sous-ensembles de meubles et d'accessoires ainsi que les produits finis pour s'assurer de leur qualité.
94211.01,"Les monteurs d'autres produits en bois assemblent différents types de produits en bois et de produits d'atelier, tels que des châssis de fenêtres et des portes."
94211.02,Les contrôleurs d'autres produits en bois vérifient des produits en bois afin de s'assurer de leur qualité.
94212.01,Les assembleurs et les finisseurs de produits en plastique assemblent et finissent des pièces et des produits en plastique.
94212.02,Les contrôleurs de produits en plastique inspectent les pièces et les produits en plastique.
94213.01,"Les peintres et les enduiseurs – secteur industriel font fonctionner des appareils de peinturage ou utilisent des pinceaux et des pistolets pour appliquer de la peinture, de l'émail, de la laque ou d'autres revêtements non-métalliques, décoratifs ou protecteurs sur la surface de divers produits."
94213.02,"Les opérateurs d'équipement de métallisation et de galvanisation et personnel assimilé - secteur industriel opèrent des machines et de l'équipement qui déposent des substances métalliques sur des pièces métalliques ou d'autres articles afin de les enduire d'une couche décorative, protectrice ou restauratrice."
94219.01,"Les monteurs et finisseurs de produits divers assemblent une gamme de produits tels que des bijoux, de l'argenterie, des boutons, des crayons, des lentilles sans ordonnance, des brosses, des horloges et des montres, des instruments de musique, des articles de sport et des jouets."
94219.02,"Les contrôleurs de produits divers vérifient une gamme de produits tels que des bijoux, de l'argenterie, des boutons, des crayons, des lentilles sans ordonnance, des brosses, des horloges et des montres, des instruments de musique, des articles de sport et des jouets."
95100.00,"Les manoeuvres dans le traitement des métaux et des minerais effectuent des travaux de manutention de matériaux, de nettoyage, d'emballage et autres activités élémentaires reliées au traitement des minerais et des métaux."
95101.00,"Les manoeuvres en métallurgie enlèvent le métal excédentaire et les matières indésirables des éléments métalliques, des produits moulés et d'autres produits métalliques, et accomplissent d'autres tâches de manoeuvres."
95102.00,"Les manoeuvres dans le traitement des produits chimiques et les services d'utilité publique exécutent diverses tâches de manutention, de nettoyage et de routine générale de manoeuvre."
95103.00,Les manoeuvres dans le traitement des pâtes et papiers et la transformation du bois effectuent une gamme variée de tâches générales et courantes dans la transformation du bois et aident les opérateurs d'usine à papier et de machines de fabrication du papier.
95104.00,"Les manoeuvres dans la fabrication des produits en caoutchouc et en plastique aident les opérateurs de machines, transportent du matériel et exécutent d'autres tâches semblables."
