Code de profil professionnel SIPeC,Exigences d'emploi
80022.00,Un diplôme d'études collégiales en aquaculture ou dans un domaine connexe ouplusieurs années d'expérience dans les domaines de la pêche ou de l'aquaculture sont habituellement exigés.
82010.00,Un diplôme d'études secondaires est habituellement exigé.
82010.00,Un diplôme d'études collégiales en technologie forestière ou technique forestière de un à trois ans peut être exigé.
82010.00,Un certificat en secourisme industriel peut être exigé.
82010.00,"Plusieurs années d'expérience en tant que bûcheron, travailleur en sylviculture ou conducteur de machinerie d'exploitation forestière sont habituellement exigées."
82010.00,Un permis d'application de produits chimiques peut être exigé.
82010.00,Une formation interne ainsi que plusieurs mois de formation en cours d'emploi sont offerts par les entreprises.
82020.00,Plusieurs années d'expérience dans des postes supervisés sont habituellement exigées.
82020.00,"Un certificat provincial de surveillant de mine souterraine, de chef d'équipe ou de surveillant de mine de charbon peut être exigé."
82020.00,Un diplôme d'études collégiales ou universitaires en techniques de génie ou d'exploitation minière peut être exigé pour certains postes de ce groupe.
82020.00,Un diplôme d'études secondaires est exigé.
82021.00,Un diplôme d'études secondaires est exigé.
82021.00,"Un diplôme d'études collégiales, ou la réussite de cours approuvés par l'industrie pétrolière, est exigé."
82021.00,Une vaste expérience dans le genre de poste supervisé est exigée.
82021.00,Un diplôme d'un programme d'études collégiales de deux ans en technologie de génie pétrolier peut être exigé.
82021.00,"Des certificats en secourisme, en sensibilisation à l'hydrogène sulfuré, en prévention des éruptions, en contrôle de puits, en Système d'information sur les matières dangereuses utilisées au travail (SIMDUT), en transport de matières dangereuses ou autres sujets techniques, ainsi que ceux reliés à la sécurité, sont exigés. On peut obtenir ces certificats en suivant des cours de courte durée."
82030.01,"Un diplôme d'études universitaires, collégiales ou des cours pertinents offerts par l'industrie agricole, et plusieurs années d'expérience reliées au service agricole offert sont habituellement exigés des entrepreneurs de services agricoles."
82030.01,"Les entrepreneurs fournissant certains services, tels que l'insémination artificielle et l'application de pesticides, peuvent devoir détenir des certificats de formation et des permis provinciaux."
82030.01,Une formation ou une certification de premiers soins peut être exigée.
82030.02,Un diplôme d'études collégiales ou une autre formation spécialisée en agriculture ou en élevage du bétail peut être exigé pour les surveillants d'exploitations agricoles.
82030.02,Une formation ou une certification de premiers soins peut être exigée.
82031.00,"De l'expérience en tant que surveillant en aménagement paysager ou en horticulture, ou en tant que technicien de l'aménagement paysager ou de l'horticulture est exigée."
82031.00,Un diplôme d'études secondaires est habituellement exigé.
82031.00,De l'expérience dans le genre de travail supervisé est exigée.
82031.00,"Un diplôme d'études collégiales, des cours spécialisés, ou un certificat ou de la formation reliés à l'industrie en aménagement paysager et en horticulture sont habituellement exigés."
82031.00,"Un permis provincial d'application d'engrais chimique, de fongicides, d'herbicides et de pesticides peut être exigé."
83100.00,Un certificat du programme de tronc commun de base ou de mineur souterrain de roches dures peut être obtenu en Ontario.
83100.00,Un certificat de secourisme peut être exigé.
83100.00,"Une formation théorique d'une durée d'au plus six semaines, suivie de périodes de formation spécialisée en tant qu'aide ou dans des postes de soutien, est habituellement offerte."
83100.00,Un permis ou un certificat de la compagnie est souvent exigé pour les postes de ce groupe de base.
83100.00,L'expérience de manoeuvre de mine ou de travailleur minier est habituellement exigée.
83100.00,Un certificat provincial de dynamiteur peut être exigé.
83100.00,"Le certificat de qualification de mineur est offert, bien que facultatif, au Québec et au Manitoba."
83100.00,Un diplôme d'études secondaires est habituellement exigé.
83101.01,Un diplôme d'études secondaires est habituellement exigé.
83101.01,"Une formation officielle en cours d'emploi, de trois à six mois, des cours de niveau collégial ou des cours approuvés par l'industrie pétrolière, et quatre ans ou plus d'expérience dans des postes de membre subalterne d'équipe de forage sont exigés des foreurs et des conducteurs de montage d'entretien des puits de pétrole et de gaz."
83101.01,Un diplôme d'études collégiales en forage peut être exigé.
83101.01,Plusieurs années d'expérience en forage terrestre sont exigées pour effectuer des forages en mer.
83101.01,"Des certificats en secourisme, en sensibilisation à l'hydrogène sulfuré, en prévention des éruptions, en contrôle des puits, en Système d'information sur les matières dangereuses utilisées au travail (SIMDUT), en transport de matières dangereuses et un certificat spécial (chaudière) d'opérateur de puits de pétrole sont exigés."
83101.01,Un permis provincial de dynamiteur et un certificat de dynamiteur sismique et de dynamiteur de puits de pétrole sont exigés pour effectuer la perforation des puits.
83101.01,"Le certificat de qualification de technicien en forage est obligatoire en Alberta et est offert, bien que facultatif, à Terre-Neuve-et-Labrador, en Nouvelle-Écosse, à l'Île-du-Prince-Édouard, au Manitoba, en Saskatchewan, en Colombie-Britannique et dans les Territoires du Nord-Ouest."
83101.01,Les techniciens en forage qualifiés peuvent obtenir la mention Sceau rouge après la réussite de l'examen interprovincial Sceau rouge.
83101.02,Un diplôme d'études secondaires est habituellement exigé.
83101.02,Plusieurs années d'expérience en forage terrestre sont exigées pour effectuer des forages en mer.
83101.02,"Des certificats en secourisme, en sensibilisation à l'hydrogène sulfuré, en prévention des éruptions, en contrôle des puits, en Système d'information sur les matières dangereuses utilisées au travail (SIMDUT), en transport de matières dangereuses et un certificat spécial (chaudière) d'opérateur de puits de pétrole sont exigés."
83101.02,"Une formation officielle en cours d'emploi de trois à six mois, et plusieurs années d'expérience dans des postes de diagraphie et de mise à l'essai ou de forage et d'entretien de forage, sont exigées des travailleurs en diagraphie et en mise à l'essai des puits et des travailleurs assimilés."
83101.02,Un diplôme d'études collégiales en électronique ou en technologie du génie peut être exigé des travailleurs en diagraphie de sondages non tubés.
83110.00,"Une expérience de trois à cinq ans, en tant que conducteur de matériel d'abattage d'arbres, est habituellement exigée des conducteurs d'abatteuses-empileuses et d'appareils de débardage."
83110.00,"Une expérience de un à trois ans, en tant que conducteur de matériel d'abattage d'arbres, est habituellement exigée des conducteurs d'ébrancheuses-tronçonneuses et de chargeuses d'arbres."
83110.00,Un certificat de conducteur de machinerie d'abattage d'arbres mobile décerné par la compagnie peut être exigé.
83110.00,Un certificat de Système d'information sur les matières dangereuses utilisées au travail (SIMDUT) et un certificat en secourisme peuvent être exigés.
83110.00,Un diplôme d'études secondaires peut être exigé.
83110.00,De l'expérience en tant qu'opérateur de scie à chaîne et conducteur de débardeur peut être exigée des conducteurs d'abatteuses-tronçonneuses-porteuses.
83110.00,Les exigences d'expérience varient selon la complexité du matériel utilisé.
83110.00,Un certificat de compétence en conduite d'équipement lourd peut être exigé.
83110.00,"Un certificat de compétence provincial de freins à air comprimé peut être exigé en Colombie-Britannique, selon le type de matériel utilisé."
83110.00,La connaissance des règlements de la moisson d'arbres est exigée.
83110.00,Une formation en cours d'emploi de trois à 16 mois est offerte selon la complexité du matériel utilisé et du type d'exploitation forestière.
83120.00,Quelques années d'études secondaires sont habituellement exigées.
83120.00,Un à deux ans d'expérience en tant que matelot de pont sur les bâtiments de pêche est exigé.
83120.00,Un an de service en tant qu'officier de quart est exigé des capitaines.
83120.00,Un certificat de capitaine de bâtiment de pêche est exigé pour tous les postes de ce groupe de base.
83120.00,Un certificat de fonctions d’urgence en mer est exigé de la part de Transports Canada.
83120.00,Un certificat d’exploitation en règle est exigé pour tous les postes de ce groupe de base.
83120.00,Un permis de pêche commerciale est exigé.
83121.00,Plusieurs années d'expérience en tant qu'aide ou membre d'équipage sur un bateau de pêche sont habituellement exigées.
83121.00,Un certificat de fonctions d'urgence en mer est exigé de la part de Transports Canada.
83121.00,Un certificat d'exploitation en règle est exigé.
83121.00,Un permis de pêche commerciale est exigé.
83121.00,Un permis est exigé pour chaque espèce de poisson capturé.
83121.00,"Le certificat de qualification pour les pêcheurs professionnels est offert, bien que facultatif, à Terre-Neuve-et-Labrador."
