Code de profil professionnel SIPeC,Fonctions principales
80020,"diriger l'ensemble des activités d'une ferme, d'un ranch ou d'un verger;"
80020,déterminer le genre et la quantité de cultures à cultiver ainsi que les espèces d'animaux à élever;
80020,"organiser et coordonner l'ensemencement, la culture et la récolte des produits; élever du bétail, de la volaille et d'autres animaux;"
80020,engager et gérer le personnel agricole;
80020,établir un programme de commercialisation;
80020,établir et tenir des registres de production et des registres financiers;
80020,"acheter des machines agricoles, des animaux, des semences, du fourrage et divers approvisionnements;"
80020,maintenir en bon état les machines et le matériel agricole et les bâtiments;
80020,effectuer des travaux agricoles;
80020,"Collecter et utiliser, s’il y a lieu, des données et des outils et de l’équipement de technologie numérique pour améliorer la pérennité de la ferme."
80021,"planifier, organiser, diriger et contrôler les activités de pépinières et de serres;"
80021,"établir les conditions environnementales requises pour cultiver des arbres, des arbustes, des fleurs et des plantes et préparer les calendriers de plantation et de soin en conséquence;"
80021,déterminer le genre et la quantité de produits à cultiver;
80021,"surveiller le personnel qui s'occupe de planter, de transplanter, de fertiliser et de vaporiser les produits;"
80021,"identifier et contrôler les insectes, les maladies et les mauvaises herbes;"
80021,élaborer des plans de marketing;
80021,"renseigner les clients sur les techniques de jardinage et l'entretien des arbres, des arbustes, des fleurs, des plantes et des pelouses;"
80021,"commander du matériel et des produits tels que des engrais, du matériel d'entretien de pelouses et de jardins et d'autres accessoires de pépinière et de serre;"
80021,"embaucher et gérer le personnel, voir à sa formation et établir les horaires de travail;"
80021,"tenir les registres de l'inventaire, des finances et du personnel."
80022,"gérer l'ensemble des activités d'alevinières, d'établissements piscicoles ou d'autres établissements aquacoles;"
80022,"déterminer les besoins des espèces à élever, choisir des lieux propices à leur élevage et en surveiller la préparation;"
80022,coordonner la sélection et le maintien des stocks géniteurs;
80022,déterminer les besoins nutritifs et élaborer les régimes alimentaires;
80022,surveiller l'environnement et maintenir des conditions optimales;
80022,diriger et surveiller l'inspection des stocks pour déceler les maladies ou les parasites et utiliser des substances médicinales prescrites pour contrôler et prévenir l'infection;
80022,conduire et entretenir le matériel d'élevage et de récolte;
80022,recueillir et enregistrer des données de croissance et de production;
80022,gérer et former le personnel de soutien des établissements aquacoles et des alevinières et superviser les techniciens et les technologues;
80022,"mettre à jour les registres financiers et établir des stratégies commerciales, des méthodes d'évaluation des stocks et de contrôle de la qualité;"
80022,"plonger en scaphandre, s'il y a lieu, pour inspecter les activités de mariculture;"
80022,"concevoir et construire, s'il y a lieu, des enclos, des stations flottantes et des cordons collecteurs ou des barrières pour la mariculture."
82010,superviser et coordonner les activités des travailleurs engagés dans des opérations forestières souvent réparties sur divers chantiers et sur une superficie de plusieurs kilomètres;
82010,"surveiller les activités de sylviculture telles que scarifier, planter et contrôler la végétation;"
82010,"planifier les horaires des équipes de travail, l'équipement et les moyens de transport nécessaires sur plusieurs chantiers;"
82010,résoudre les problèmes reliés au travail et recommander des mesures afin d'améliorer les méthodes de travail;
82010,"renseigner les travailleurs sur la sécurité, reconnaître les conditions de travail dangereuses et modifier les procédures de travail;"
82010,voir à ce que les règlements gouvernementaux soient observés;
82010,"communiquer avec le personnel technique, professionnel et cadre, concernant l'exploitation forestière et les plans d'aménagement forestier, les procédures et les horaires;"
82010,rédiger des rapports de production et d'autres rapports;
82010,embaucher et former de nouveaux travailleurs.
82020,"superviser, coordonner et planifier les activités des travailleurs qui extraient du charbon, des minéraux et des minerais, qui utilisent des convoyeurs et qui exécutent d'autres tâches à l'appui des travailleurs des mines souterraines, de même que les conducteurs d'équipement lourd, les foreurs, les dynamiteurs et les autres travailleurs des mines et des carrières à ciel ouvert;"
82020,"établir des méthodes de travail permettant de respecter les calendriers d'exécution et consulter la direction, le personnel technique, les autres services et les entrepreneurs afin de résoudre les problèmes et de coordonner les travaux;"
82020,veiller à la sécurité des opérations dans les mines et les carrières;
82020,résoudre les problèmes reliés au travail et recommander des mesures afin d'améliorer la productivité;
82020,commander du matériel et des fournitures;
82020,"former des travailleurs quant à leurs tâches, aux normes de sécurité et aux politiques de la compagnie;"
82020,"recommander des mesures de gestion du personnel, telles que l'embauche et les promotions;"
82020,rédiger des rapports de production et d'autres rapports.
82021,"superviser, coordonner et planifier le travail des ouvriers spécialisés dans le forage de puits de pétrole et de gaz, la conduite de montages d'entretien ou l'entretien et la réparation de puits de pétrole et de gaz;"
82021,établir des méthodes de travail permettant de respecter les calendriers d'exécution et coordonner le travail avec les autres services;
82021,commander et acquérir du matériel et des fournitures;
82021,s'assurer que les mesures de contrôle appropriées sont en place pour protéger la santé et la sécurité des travailleurs;
82021,résoudre les problèmes reliés au travail et recommander des mesures afin d'améliorer la productivité et la sécurité;
82021,"former des travailleurs quant à leurs tâches, aux normes de sécurité et aux politiques de la compagnie;"
82021,"recommander des mesures de gestion du personnel, telles que l'embauche et les promotions;"
82021,"examiner, vérifier et approuver les documents administratifs et remplir la documentation appropriée;"
82021,rédiger des rapports de production et d'autres rapports;
82021,"installer, s'il y a lieu, des machines et du matériel."
82030.01,Les entrepreneurs de services agricoles
82030.01,"fournir des services agricoles reliés à l'élevage du bétail tels que l'insémination artificielle, l'arrosage ou la tonte du bétail ou la désinfection des cages, des granges ou des poulaillers;"
82030.01,"fournir des services reliés aux récoltes tels que le labourage, l'irrigation, la culture des sols, la pulvérisation ou la récolte des produits;"
82030.01,participer au développement et à la mise en oeuvre de procédures de sécurité sur la ferme et de biosécurité;
82030.01,embaucher et assurer la formation du personnel;
82030.01,négocier les conditions des services à fournir;
82030.01,tenir des registres financiers et d'exploitation;
82030.01,"fournir, s'il y a lieu, des services ou opérer la machinerie et l'équipement;"
82030.01,"opérer et réparer, s’il y a lieu, la technologie numérique et les outils et l’équipement de communication, tels que les systèmes de traite robotisés et les systèmes de localisation GPS."
82030.02,Les surveillants d'exploitations agricoles
82030.02,"coordonner, assigner et superviser le travail des ouvriers  spécialisés dans l'élevage, des opérateurs de machinerie agricole, des manoeuvres en soins du bétail et des manoeuvres à la récolte;"
82030.02,"superviser et surveiller des programmes d'élevage et d'autres programmes liés au bétail, et veiller à leur mise en oeuvre;"
82030.02,"superviser, surveiller et faire respecter les procédures visant à maintenir la santé et le bien-être du bétail et la santé des cultures;"
82030.02,"superviser et surveiller des opérations de culture et d'autres programmes liés à la récolte, et veiller à leur mise en oeuvre;"
82030.02,"superviser l'entretien des infrastructures, de l'équipement et des fournitures;"
82030.02,élaborer des calendriers de travail et établir les méthodes;
82030.02,"assurer le respect des procédures de sécurité sur la ferme, de salubrité et de sécurité alimentaire et de biosécurité;"
